normalized_term,source_types,source_storefronts,source_platforms,source_record_counts,source_sweep_status,kickstart_rows,kickstart_current_ranks,kickstart_rank_trends,kickstart_difficulty_scores,kickstart_entry_barrier_scores,kickstart_evidence_window,apple_ads_query_countries,apple_ads_monthly_window,apple_ads_monthly_coverage,apple_ads_monthly_max_popularity_1to100,apple_ads_monthly_max_popularity_1to5,apple_ads_monthly_max_countries,apple_ads_monthly_max_genres,apple_ads_monthly_genres_reportable,apple_ads_monthly_reportable,apple_ads_weekly_window,apple_ads_weekly_coverage,apple_ads_weekly_max_popularity_1to100,apple_ads_weekly_max_popularity_1to5,apple_ads_weekly_max_countries,apple_ads_weekly_max_genres,apple_ads_weekly_genres_reportable,apple_ads_weekly_reportable,intent_fit_evidence,storefront_search_evidence,title_context,proposed_en_us_keyword_pack,proposed_pack_status,final_decision,rationale_caveat,evidence_date,source_artifacts
offline card scanner,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:73,US/iOS=unranked,US/iOS=no rank history,US/iOS=3/5,US/iOS=5/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card scanning intent; aligned with Holder's on-device scanner,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,conversion-copy,"valid feature language, but card-scanner evidence is dominated by TCG, business-card, document, or identity-scanner intent. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
offline card storage,Kickstart;IN_CA_AU_search_candidate,US;IN;CA;AU,iOS,Kickstart=1;IN_CA_AU_search_candidate=3,not-source-current-pending,US/iOS:74,US/iOS=#4,US/iOS=#2->#4 (dropped; 2026-08-01..2026-08-26),US/iOS=2/5,US/iOS=3/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,"AU intent=High product fit, but offline games, generic storage, and loyalty-card tools add noise; label=Defend;CA intent=High product fit, but offline games, generic storage, and loyalty-card tools add noise; label=Defend;IN intent=High product fit, but offline games, generic storage, and document tools add noise; label=Defend;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit",AU public supply=172; public_pos=14; difficulty=35; barrier=16; Holder=#14;CA public supply=174; public_pos=13; difficulty=37; barrier=10; Holder=#13;IN public supply=27; public_pos=5; difficulty=47; barrier=0; Holder=#5,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. IN public supply=27; public_pos=5; difficulty=47; barrier=0; Holder=#5. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,anglo-india/raw-query-matrix.csv;apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
offline card vault,Kickstart;FR_DE_GB_search_candidate,US;GB;DE;FR,iOS,Kickstart=3;FR_DE_GB_search_candidate=3,not-source-current-pending,US/iOS:77;DE/iOS:76;FR/iOS:75,US/iOS=#1;DE/iOS=#1;FR/iOS=#1,US/iOS=#1->#1 (unchanged; 2026-08-01..2026-08-26);DE/iOS=#2->#1 (improved; 2026-08-01..2026-08-26);FR/iOS=#1->#1 (unchanged; 2026-08-01..2026-08-26),US/iOS=3/5;DE/iOS=2/5;FR/iOS=2/5,US/iOS=4/5;DE/iOS=1/5;FR/iOS=1/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,DE intent=vault/storage/high; label=defend;FR intent=vault/storage/high; label=defend;GB intent=vault/storage/high; label=defend;Kickstart DE/iOS: Secure/offline card-vault intent; strong product fit;Kickstart FR/iOS: Secure/offline card-vault intent; strong product fit;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit,DE public supply=53; difficulty=21; barrier=12; Holder=1;FR public supply=47; difficulty=24; barrier=0; Holder=1;GB public supply=192; difficulty=31; barrier=22; Holder=1,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",title-phrase,title-defend,strongest observed title phrase; defend the existing title and do not replace it with an unproven variant. FR public supply=47; difficulty=24; barrier=0; Holder=1. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv;kickstart/holder_keywords.json
offline card wallet,Kickstart;US_search_candidate,US,iOS,Kickstart=1;US_search_candidate=1,not-source-current-pending,US/iOS:78,US/iOS=#7,US/iOS=#4->#7 (dropped; 2026-08-01..2026-08-26),US/iOS=3/5,US/iOS=4/5,2026-08-01..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Secure/offline card-vault intent; strong product fit;US search=privacy_offline/high; role=direct,US public supply=49; Holder=#7,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. US public supply=49; Holder=#7. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json;us/query-matrix.json
offline credit card organizer,US_search_candidate,US,iOS,US_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,US search=compound/high; role=direct,US public supply=44; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. US public supply=44; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;us/query-matrix.json
offlinestorage,Kickstart,US;IN,iOS;macOS,Kickstart=3,not-source-current-pending,US/iOS:80;US/macOS:81;IN/iOS:79,US/iOS=#104;US/macOS=#9;IN/iOS=#1,US/iOS=#98->#104 (dropped; 2026-07-30..2026-08-26);US/macOS=#7->#9 (dropped; 2026-07-30..2026-08-26);IN/iOS=#1->#1 (unchanged; 2026-07-30..2026-08-26),US/iOS=3/5;US/macOS=2/5;IN/iOS=1/5,US/iOS=4/5;US/macOS=1/5;IN/iOS=1/5,2026-07-30..2026-08-26,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart IN/iOS: Secure/offline card-vault intent; strong product fit;Kickstart US/iOS: Secure/offline card-vault intent; strong product fit;Kickstart US/macOS: Secure/offline card-vault intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,monitor,retain as a tracked signal without changing the proposed pack; rank or adjacent intent is informative but not a demand measure. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
organizer,current_pending_en-US,US,iOS,current_pending_en-US=1,source-current-pending-en-US,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,source current pending en-US keyword field,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",in-proposed-pack,keyword-keep,fits the proposed token pack and Holder’s supported card-storage story; missing popularity is not zero demand. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.,2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json
password,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:82,US/iOS=unranked,US/iOS=no rank history,US/iOS=5/5,US/iOS=5/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=below-reporting-coverage;FR=below-reporting-coverage,64,4,US,PRODUCTIVITY_UTILITIES,PRODUCTIVITY_UTILITIES,US=64/4/PRODUCTIVITY_UTILITIES#212;GB=61/4/PRODUCTIVITY_UTILITIES#235;IN=56/3/PRODUCTIVITY_UTILITIES#328;CA=58/3/PRODUCTIVITY_UTILITIES#235;AU=56/3/PRODUCTIVITY_UTILITIES#365,2026-08-16..2026-08-22 UTC,US=matched;GB=matched;IN=matched;CA=matched;AU=matched;DE=below-reporting-coverage;FR=below-reporting-coverage,61,4,US,PRODUCTIVITY_UTILITIES,PRODUCTIVITY_UTILITIES,US=61/4/PRODUCTIVITY_UTILITIES#229;GB=57/3/PRODUCTIVITY_UTILITIES#215;IN=52/3/PRODUCTIVITY_UTILITIES#316;CA=54/3/PRODUCTIVITY_UTILITIES#213;AU=51/3/PRODUCTIVITY_UTILITIES#341,Kickstart US/iOS: Broad or ambiguous single-term intent,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,reject,"broad password-manager, finance, or wallet discovery is not Holder’s focused card-vault job. Apple Ads monthly max 64/100, weekly max 61/100; unmatched cells remain below-reporting-coverage; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
payment card vault,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:83,US/iOS=unranked,US/iOS=no rank history,US/iOS=4/5,US/iOS=4/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card-vault/storage intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
payment card wallet,Kickstart,US,iOS,Kickstart=1,not-source-current-pending,US/iOS:84,US/iOS=unranked,US/iOS=no rank history,US/iOS=5/5,US/iOS=4/5,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,Kickstart US/iOS: Card-vault/storage intent; strong product fit,null,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,keyword-test,"plausible future discovery candidate with product fit, but current evidence is not enough to add it to the full 99-byte pack. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;kickstart/holder_keywords.json
portefeuille carte identité,FR_DE_GB_search_candidate,FR,iOS,FR_DE_GB_search_candidate=1,not-source-current-pending,null,null,null,null,null,null,US;GB;IN;CA;AU;DE;FR,2026-07-01..2026-07-31 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,2026-08-16..2026-08-22 UTC,US=below-reporting-coverage;GB=below-reporting-coverage;IN=below-reporting-coverage;CA=below-reporting-coverage;AU=below-reporting-coverage;DE=below-reporting-coverage;FR=below-reporting-coverage,null,null,null,null,null,null,FR intent=ID/medium-high; label=easy-demand-unknown,FR public supply=8; difficulty=11; barrier=0; Holder=unranked,Offline Card Vault: Holder,"secure,keychain,biometric,storage,keeper,wallet,credit,debit,membership,loyalty,insurance,organizer",not-in-proposed-pack,localized-test-after-native-review,"relevant localized storage or card workflow candidate, but the machine-assisted phrasing needs native review and sparse supply is not demand. FR public supply=8; difficulty=11; barrier=0; Holder=unranked. Apple Ads monthly/weekly below-reporting-coverage across the queried countries; no popularity value is imputed for missing coverage.",2026-08-26,apple-ads/popularity-by-input.csv;apple-ads/popularity.normalized.json;europe/keyword-matrix.csv
